episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
79.23624928295729,-0.4736433629505472,50.314351333740795,252.0,0,2,2772,2772,2772,2772,252,252,2772,2772,False,10,11,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-19,1661424319,2.2162246704101562,23.76414704322815,1046194,zet4,192.168.70.36,23.76414704322815,0,11,8.386287450790405,2772,2772,2772,2772,79.23624928295729,-0.4736433629505472,50.314351333740795,252.0,0,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2144.64,0.346,727987.195,516.856,487.564,2.122,2772,2772,2772,2772,75.26666666666667,72.36666666666666,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.0125,4.999999999999999e-05,9.238183148701985,-0.20052441606918972,9.42542298634847,-0.0012839754422505696,0.013120602024535088,9.237131277720133,0.0
101.75674070526914,-0.4736433629505472,56.3066752647375,252.0,2,2,3024,3024,3024,3024,252,252,3024,3024,False,12,12,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-21,1661424321,2.4877710342407227,26.251918077468872,1046194,zet4,192.168.70.36,26.251918077468872,0,12,8.386287450790405,3024,3024,3024,3024,101.75674070526914,-0.4736433629505472,56.3066752647375,252.0,2,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2152.159,0.369,682970.152,526.089,479.006,2.416,3024,3024,3024,3024,76.75,72.55,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.0125,4.999999999999999e-05,8.487454636891682,-0.20092101395130157,8.67167558670044,-0.0017871022224426269,0.016493774518771907,9.217994689941406,0.0
101.75674070526914,-0.4736433629505472,56.3066752647375,252.0,0,2,3276,3276,3276,3276,252,252,3276,3276,False,12,13,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-24,1661424324,2.9781274795532227,29.230045557022095,1046194,zet4,192.168.70.36,29.230045557022095,0,13,8.386287450790405,3276,3276,3276,3276,101.75674070526914,-0.4736433629505472,56.3066752647375,252.0,0,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2256.346,0.372,677715.189,555.068,453.999,2.489,3276,3276,3276,3276,89.80000000000001,73.42500000000001,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.0125,4.999999999999999e-05,9.50437126159668,-0.15186331818501156,9.651232973734539,-0.00060500701268514,0.0049396941948168125,9.190367221832275,0.0
101.75674070526914,-0.4736433629505472,58.74901912230824,252.0,2,2,3528,3528,3528,3528,252,252,3528,3528,False,14,14,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-27,1661424327,2.3623900413513184,31.592435598373413,1046194,zet4,192.168.70.36,31.592435598373413,0,14,8.386287450790405,3528,3528,3528,3528,101.75674070526914,-0.4736433629505472,58.74901912230824,252.0,2,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2273.974,0.363,695142.787,545.304,462.127,2.406,3528,3528,3528,3528,83.36666666666666,73.9,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,0.50625,4.999999999999999e-05,8.18637170791626,-0.7090940415859223,8.883705043792725,0.0002929488817850749,0.023231439659485056,9.083263651529949,0.0
101.75674070526914,-0.4736433629505472,58.74901912230824,252.0,0,2,3780,3780,3780,3780,252,252,3780,3780,False,14,15,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-29,1661424329,1.9506254196166992,33.54306101799011,1046194,zet4,192.168.70.36,33.54306101799011,0,15,8.386287450790405,3780,3780,3780,3780,101.75674070526914,-0.4736433629505472,58.74901912230824,252.0,0,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2204.475,0.359,702488.773,540.769,466.003,2.427,3780,3780,3780,3780,66.7,74.0,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,0.7593749999999998,4.999999999999999e-05,9.18138084411621,0.1520119749009609,9.019658025105795,-0.00013113021850585938,0.012788179007858691,9.05317850112915,0.0
101.75674070526914,-0.4736433629505472,59.89098142243253,252.0,2,2,4032,4032,4032,4032,252,252,4032,4032,False,16,16,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-32,1661424332,3.4360945224761963,36.97915554046631,1046194,zet4,192.168.70.36,36.97915554046631,0,16,8.386287450790405,4032,4032,4032,4032,101.75674070526914,-0.4736433629505472,59.89098142243253,252.0,2,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2356.086,0.373,674730.04,588.137,428.471,2.614,4032,4032,4032,4032,87.52000000000001,74.16,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,0.7593749999999998,4.999999999999999e-05,8.923352432250976,-0.2158552311360836,9.119642639160157,-0.0002791245778401693,0.025764564315921314,8.972239685058593,0.0
101.75674070526914,-0.4736433629505472,59.89098142243253,252.0,0,2,4284,4284,4284,4284,252,252,4284,4284,False,16,17,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-37,1661424337,4.617102861404419,41.59625840187073,1046194,zet4,192.168.70.36,41.59625840187073,0,17,8.386287450790405,4284,4284,4284,4284,101.75674070526914,-0.4736433629505472,59.89098142243253,252.0,0,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2622.279,0.376,670492.647,649.099,388.231,2.754,4284,4284,4284,4284,97.54285714285713,74.67142857142856,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.1390625000000003,4.999999999999999e-05,9.48205041885376,-0.30001220603783924,9.76898234685262,-0.0023784756660461424,0.011483443096283146,8.937852350870768,0.0
104.38735922455339,-0.4736433629505472,63.59840006170243,252.0,2,2,4536,4536,4536,4536,252,252,4536,4536,False,18,18,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-41,1661424341,4.072985410690308,45.669243812561035,1046194,zet4,192.168.70.36,45.669243812561035,0,18,8.386287450790405,4536,4536,4536,4536,104.38735922455339,-0.4736433629505472,63.59840006170243,252.0,2,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294, 104.38735922455339, 82.12813912716976]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2789.428,0.381,660602.88,682.225,369.38,2.954,4536,4536,4536,4536,95.43333333333332,75.46666666666668,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294, 104.38735922455339, 82.12813912716976]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.1390625000000003,4.999999999999999e-05,8.835822614034017,-0.619219841559728,9.438802274068196,0.0015978574752807616,0.014257503266981905,8.803842735290527,0.0
104.38735922455339,-0.4736433629505472,63.59840006170243,252.0,0,2,4788,4788,4788,4788,252,252,4788,4788,False,18,19,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-44,1661424344,3.102247476577759,48.771491289138794,1046194,zet4,192.168.70.36,48.771491289138794,0,19,8.386287450790405,4788,4788,4788,4788,104.38735922455339,-0.4736433629505472,63.59840006170243,252.0,0,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294, 104.38735922455339, 82.12813912716976]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",2912.9,0.383,657234.553,692.661,363.814,2.823,4788,4788,4788,4788,95.025,75.75,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294, 104.38735922455339, 82.12813912716976]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.1390625000000003,4.999999999999999e-05,8.988209915161132,-0.04874218658854564,9.026051171620686,0.0002866844336191813,0.009570102243439215,8.78028138478597,0.0
139.49257694227464,-0.4736433629505472,69.50733279500949,252.0,2,2,5040,5040,5040,5040,252,252,5040,5040,False,20,20,ebf93_00000,44ae78f0844343a2a72190be85c49953,2022-08-25_12-45-47,1661424347,2.875138521194458,51.64662981033325,1046194,zet4,192.168.70.36,51.64662981033325,0,20,8.386287450790405,5040,5040,5040,5040,139.49257694227464,-0.4736433629505472,69.50733279500949,252.0,2,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294, 104.38735922455339, 82.12813912716976, 105.88287784727136, 139.49257694227464]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",3000.161,0.391,645041.26,723.576,348.27,2.915,5040,5040,5040,5040,81.88,75.16,"[11.107828487558526, -0.4736433629505472, 53.540016461468404, 46.946225092653975, 57.60024189482795, 54.853191307906215, 63.91721606364433, 79.23624928295729, 72.67349745033982, 63.742690659001966, 101.75674070526914, 70.7798491341729, 86.33279006685035, 60.47337446861507, 77.45134477408487, 58.318090272520294, 104.38735922455339, 82.12813912716976, 105.88287784727136, 139.49257694227464]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,1.1390625000000003,4.999999999999999e-05,9.79937915802002,0.1798785388469696,9.606217193603516,0.0005087117354075114,0.011661739793346075,8.688771184285482,0.0
