episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,2,252,252,252,252,252,252,252,252,False,0,1,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-34-54,1661416494,3.44649338722229,3.44649338722229,1016625,zet4,192.168.70.36,3.44649338722229,0,1,11.606678009033203,252,252,252,252,nan,nan,nan,nan,0,[],[],3437.95,0.277,911176.386,685.496,367.617,1.746,252,252,252,252,89.58000000000001,75.03999999999999,[],[],128.0,0.0,0.20000000000000007,4.999999999999999e-05,7.6760687828063965,-0.6002798656622569,8.272986857096354,2.5534629821777342e-05,0.01680857002733666,9.421831544240316,0.0
12.278106301471125,11.869813990943209,12.073960146207167,252.0,2,2,504,504,504,504,252,252,504,504,False,2,2,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-34-58,1661416498,4.204421043395996,7.650914430618286,1016625,zet4,192.168.70.36,7.650914430618286,0,2,11.606678009033203,504,504,504,504,12.278106301471125,11.869813990943209,12.073960146207167,252.0,2,"[11.869813990943209, 12.278106301471125]","[252, 252]",3815.134,0.335,752823.795,716.381,351.768,2.396,504,504,504,504,90.13333333333333,75.44999999999999,"[11.869813990943209, 12.278106301471125]","[252, 252]",128.0,0.0,0.20000000000000007,4.999999999999999e-05,6.413201427459716,0.5182330012321472,5.8907524108886715,0.0004604597886403402,0.021080090555177476,9.280643431345622,0.0
12.278106301471125,11.869813990943209,12.073960146207167,252.0,0,2,756,756,756,756,252,252,756,756,False,2,3,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-03,1661416503,4.091917037963867,11.742831468582153,1016625,zet4,192.168.70.36,11.742831468582153,0,3,11.606678009033203,756,756,756,756,12.278106301471125,11.869813990943209,12.073960146207167,252.0,0,"[11.869813990943209, 12.278106301471125]","[252, 252]",3905.516,0.435,578947.202,751.251,335.441,2.185,756,756,756,756,93.48333333333335,75.86666666666667,"[11.869813990943209, 12.278106301471125]","[252, 252]",128.0,0.0,0.3000000000000001,4.999999999999999e-05,7.58278341293335,-0.7259064634641011,8.304184246063233,-3.342827161153158e-05,0.015018944492174861,9.228655497233072,0.0
35.27764194871325,-8.248910051860015,12.794163047316893,252.0,2,2,1008,1008,1008,1008,252,252,1008,1008,False,4,4,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-07,1661416507,4.554953336715698,16.29778480529785,1016625,zet4,192.168.70.36,16.29778480529785,0,4,11.606678009033203,1008,1008,1008,1008,35.27764194871325,-8.248910051860015,12.794163047316893,252.0,2,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015]","[252, 252, 252, 252]",4066.424,0.424,594551.882,761.0,331.143,2.285,1008,1008,1008,1008,92.61428571428573,75.04285714285716,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015]","[252, 252, 252, 252]",128.0,0.0,0.3000000000000001,4.999999999999999e-05,8.5611980120341,-0.7704347193241119,9.327836990356445,-5.589127540588379e-05,0.012652544676981197,9.19853235880534,0.0
35.27764194871325,-8.248910051860015,12.794163047316893,252.0,0,2,1260,1260,1260,1260,252,252,1260,1260,False,4,5,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-10,1661416510,2.4412970542907715,18.739081859588623,1016625,zet4,192.168.70.36,18.739081859588623,0,5,11.606678009033203,1260,1260,1260,1260,35.27764194871325,-8.248910051860015,12.794163047316893,252.0,0,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015]","[252, 252, 252, 252]",3740.419,0.436,577386.981,708.2,355.832,2.262,1260,1260,1260,1260,77.03333333333335,74.83333333333333,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015]","[252, 252, 252, 252]",128.0,0.0,0.3000000000000001,4.999999999999999e-05,8.629988034566244,-0.29046778976917265,8.916787274678548,5.443294843037923e-05,0.012228386092805374,9.10919319788615,0.0
35.27764194871325,-8.248910051860015,14.265347855998195,252.0,2,2,1512,1512,1512,1512,252,252,1512,1512,False,6,6,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-13,1661416513,3.3137803077697754,22.0528621673584,1016625,zet4,192.168.70.36,22.0528621673584,0,6,11.606678009033203,1512,1512,1512,1512,35.27764194871325,-8.248910051860015,14.265347855998195,252.0,2,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758]","[252, 252, 252, 252, 252, 252]",3667.983,0.435,579158.689,696.87,361.617,2.162,1512,1512,1512,1512,81.3,74.75999999999999,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758]","[252, 252, 252, 252, 252, 252]",128.0,0.0,0.3000000000000001,4.999999999999999e-05,4.840380112330119,-0.5782879670461019,5.4128033002217615,0.0013028621673583985,0.01954897760464023,8.977716732025147,0.0
35.27764194871325,-8.248910051860015,14.265347855998195,252.0,0,2,1764,1764,1764,1764,252,252,1764,1764,False,6,7,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-15,1661416515,2.1231071949005127,24.17596936225891,1016625,zet4,192.168.70.36,24.17596936225891,0,7,11.606678009033203,1764,1764,1764,1764,35.27764194871325,-8.248910051860015,14.265347855998195,252.0,0,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758]","[252, 252, 252, 252, 252, 252]",3446.357,0.411,613800.585,675.465,373.076,2.116,1764,1764,1764,1764,67.56666666666666,74.36666666666667,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758]","[252, 252, 252, 252, 252, 252]",128.0,0.0,0.3000000000000001,4.999999999999999e-05,6.320004177093506,-0.5600711305936178,6.872833903630575,0.001201772689819336,0.024138617263744867,8.949923006693522,0.0
35.27764194871325,-8.248910051860015,15.565798044502197,252.0,2,2,2016,2016,2016,2016,252,252,2016,2016,False,8,8,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-18,1661416518,2.932410955429077,27.10838031768799,1016625,zet4,192.168.70.36,27.10838031768799,0,8,11.606678009033203,2016,2016,2016,2016,35.27764194871325,-8.248910051860015,15.565798044502197,252.0,2,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758, 13.992783266007883, 24.94151395402051]","[252, 252, 252, 252, 252, 252, 252, 252]",3381.498,0.396,636438.12,655.97,384.164,2.083,2016,2016,2016,2016,76.69999999999999,74.46,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758, 13.992783266007883, 24.94151395402051]","[252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,0.4499999999999999,4.999999999999999e-05,8.538211027781168,0.7059617916742961,7.824476528167724,-0.001043554147084554,0.01727299555805768,8.94893045425415,0.0
35.27764194871325,-8.248910051860015,15.565798044502197,252.0,0,2,2268,2268,2268,2268,252,252,2268,2268,False,8,9,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-21,1661416521,2.3484907150268555,29.456871032714844,1016625,zet4,192.168.70.36,29.456871032714844,0,9,11.606678009033203,2268,2268,2268,2268,35.27764194871325,-8.248910051860015,15.565798044502197,252.0,0,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758, 13.992783266007883, 24.94151395402051]","[252, 252, 252, 252, 252, 252, 252, 252]",3266.113,0.412,611984.14,641.436,392.869,2.032,2268,2268,2268,2268,70.23333333333333,74.23333333333333,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758, 13.992783266007883, 24.94151395402051]","[252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,0.4499999999999999,4.999999999999999e-05,6.9993849436442055,0.35523445705572765,6.637339417139689,0.0011617998282114665,0.015135737928511972,9.051833311716715,0.0
37.15998547227321,-8.248910051860015,18.733530598316356,252.0,2,2,2520,2520,2520,2520,252,252,2520,2520,False,10,10,bb9ea_00000,66b91710397f487c9213db1d8635a4ed,2022-08-25_10-35-23,1661416523,2.734142780303955,32.1910138130188,1016625,zet4,192.168.70.36,32.1910138130188,0,10,11.606678009033203,2520,2520,2520,2520,37.15998547227321,-8.248910051860015,18.733530598316356,252.0,2,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758, 13.992783266007883, 24.94151395402051, 37.15998547227321, 25.64893615487275]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",3212.193,0.4,629220.507,629.87,400.082,2.044,2520,2520,2520,2520,77.1,74.375,"[11.869813990943209, 12.278106301471125, 35.27764194871325, -8.248910051860015, 33.50580452308123, 0.9096304236403758, 13.992783266007883, 24.94151395402051, 37.15998547227321, 25.64893615487275]","[252, 252, 252, 252, 252, 252, 252, 252, 252, 252]",128.0,0.0,0.4499999999999999,4.999999999999999e-05,7.763065640131632,-0.4703659216562907,8.225083827972412,-0.000980710983276367,0.01855085796650607,9.073362223307292,0.0
